data,stato,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido
2021-03-26T17:00:00,ITA,28472,3628,32100,534611,566711,3753,23987,2814652,107256,,,3488619,48463509,22517146,,288,,,3383796,104823,39457565,9005944
2021-03-27T17:00:00,ITA,28621,3635,32256,539559,571815,5104,23776,2832939,107636,,,3512390,48820585,22628080,,264,,,3405598,106792,39659139,9161446
2021-03-28T17:00:00,ITA,28701,3679,32380,540792,573172,1357,19611,2850889,107933,,,3531994,49093288,22718743,,217,,,3424148,107846,39824080,9269208
2021-03-29T17:00:00,ITA,29163,3721,32884,533046,565930,-7242,12916,2870614,108350,,,3544894,49249985,22773499,,192,,,3436648,108246,39924265,9325720
2021-03-30T17:00:00,ITA,29231,3716,32947,529818,562765,-3165,16013,2889301,108879,,,3560945,49551432,22863292,,269,,,3450606,110339,40078910,9472522
2021-03-31T17:00:00,ITA,29180,3710,32890,528163,561053,-1712,22516,2913045,109346,,,3583444,49902497,22964130,,283,,,3470672,112772,40284548,9617949
2021-04-01T17:00:00,ITA,28949,3681,32630,530849,563479,2426,23649,2933757,109847,,,3607083,50258742,23069406,,244,,,3492698,114385,40489835,9768907
2021-04-02T17:00:00,ITA,28704,3704,32408,532887,565295,1816,21932,2953377,110328,,,3629000,50589896,23169464,,232,,,3513146,115854,40682634,9907262
2021-04-03T17:00:00,ITA,28489,3714,32203,532652,564855,-440,21261,2974688,110704,,,3650247,50949110,23272337,,234,,,3533001,117246,40872898,10076212
2021-04-04T17:00:00,ITA,28432,3703,32135,536900,569035,4180,18025,2988199,111030,,,3668264,51200043,23356679,,195,,,3550081,118183,41028285,10171758
2021-04-05T17:00:00,ITA,28785,3737,32522,537574,570096,1061,10680,2997522,111326,,,3678944,51302838,23394151,,192,,,3560533,118411,41106214,10196624
2021-04-06T17:00:00,ITA,29337,3743,33080,522625,555705,-14391,7767,3019255,111747,,,3686707,51415800,23425293,,221,,,3567839,118868,41176828,10238972
2021-04-07T17:00:00,ITA,29316,3683,32999,514838,547837,-7868,13708,3040182,112374,,,3700393,51755739,23517311,,276,,,3579829,120564,41346000,10409739
2021-04-08T17:00:00,ITA,28851,3663,32514,511816,544330,-3507,17221,3060411,112861,,,3717602,52117901,23625279,,259,,,3595935,121667,41554856,10563045
2021-04-09T17:00:00,ITA,28146,3603,31749,504612,536361,-7969,18938,3086586,113579,,,3736526,52466904,23732862,,192,,,3613896,122630,41756390,10710514
2021-04-10T17:00:00,ITA,27654,3588,31242,501843,533085,-3276,17567,3107069,113923,,,3754077,52801766,23835131,,186,,,3630408,123669,41945129,10856637
2021-04-11T17:00:00,ITA,27251,3585,30836,502169,533005,-80,15746,3122555,114254,,,3769814,53054866,23920532,,175,,,3645548,124266,42107589,10947277
2021-04-12T17:00:00,ITA,27329,3593,30922,493495,524417,-8588,9789,3140565,114612,,,3779594,53245501,23970623,,167,,,3655050,124544,42200462,11045039
2021-04-13T17:00:00,ITA,26952,3526,30478,488742,519220,-5197,13447,3158725,115088,,,3793033,53550491,24058301,,242,,,3667114,125919,42353108,11197383
2021-04-14T17:00:00,ITA,26369,3490,29859,484801,514660,-4560,16168,3178976,115557,,,3809193,53885257,24160306,,216,,,3682451,126742,42550896,11334361
2021-04-15T17:00:00,ITA,25587,3417,29004,481019,510023,-4637,16974,3200196,115937,,,3826156,54204890,24260858,,211,,,3698718,127438,42736949,11467941
2021-04-16T17:00:00,ITA,24743,3366,28109,478629,506738,-3285,15943,3218975,116366,,,3842079,54532594,24362434,,199,,,3713779,128300,42916593,11616001
2021-04-17T17:00:00,ITA,24100,3340,27440,477868,505308,-1430,15370,3235459,116676,,,3857443,54864328,24464082,,163,,,3728414,129029,43098914,11765414
2021-04-18T17:00:00,ITA,23648,3311,26959,477652,504611,-697,12694,3248593,116927,,,3870131,55094444,24545390,,163,,,3740609,129522,43245505,11848939
2021-04-19T17:00:00,ITA,23742,3244,26986,466503,493489,-11122,8864,3268262,117243,,,3878994,55241172,24596625,,141,,,3749244,129750,43335684,11905488
2021-04-20T17:00:00,ITA,23255,3151,26406,456309,482715,-10774,12074,3290715,117633,,,3891063,55535217,24691595,,182,,,3760237,130826,43485291,12049926
2021-04-21T17:00:00,ITA,22784,3076,25860,449775,475635,-7080,13844,3311267,117997,,,3904899,55885251,24794274,,155,,,3772885,132014,43673704,12211547
2021-04-22T17:00:00,ITA,22094,3021,25115,447081,472196,-3439,16050,3330392,118357,,,3920945,56250055,24905379,,174,,,3788264,132681,43862164,12387891
2021-04-23T17:00:00,ITA,21440,2979,24419,441124,465543,-6653,14761,3351461,118699,,,3935703,56565755,25004299,,153,,,3802126,133577,44037316,12528439
2021-04-24T17:00:00,ITA,20971,2894,23865,437583,461448,-4095,13817,3369048,119021,,,3949517,56886535,25114307,,143,,,3815137,134380,44211571,12674964
2021-04-25T17:00:00,ITA,20662,2862,23524,437688,461212,-236,13158,3382224,119238,,,3962674,57126017,25204896,,114,,,3827656,135018,44357013,12769004
2021-04-26T17:00:00,ITA,20635,2849,23484,429328,452812,-8400,8444,3398763,119539,,,3971114,57271836,25260009,,132,,,3835849,135265,44452541,12819295
2021-04-27T17:00:00,ITA,20312,2748,23060,425089,448149,-4663,10404,3413451,119912,,,3981512,57574570,25359025,,177,,,3844994,136518,44602172,12972398
2021-04-28T17:00:00,ITA,19860,2711,22571,420200,442771,-5378,13385,3431867,120256,,,3994894,57910906,25467042,,168,,,3857606,137288,44795818,13115088
2021-04-29T17:00:00,ITA,19351,2640,21991,416718,438709,-4062,14320,3449955,120544,,,4009208,58240981,25583477,,129,,,3871310,137898,44982109,13258872
2021-04-30T17:00:00,ITA,18940,2583,21523,414747,436270,-2439,13446,3465576,120807,,,4022653,58579752,25689062,,137,,,3884033,138620,45160101,13419651
2021-05-01T17:00:00,ITA,18381,2522,20903,409639,430542,-5728,12965,3484042,121033,,,4035617,58957954,25805883,,143,,,3896229,139388,45347122,13610832
2021-05-02T17:00:00,ITA,18345,2524,20869,410037,430906,364,9148,3492679,121177,,,4044762,59114826,25869438,,109,,,3905196,139566,45461412,13653414
2021-05-03T17:00:00,ITA,18395,2490,20885,402673,423558,-7348,5948,3505717,121433,,,4050708,59236655,25916186,,121,,,3910871,139837,45538751,13697904
2021-05-04T17:00:00,ITA,18176,2423,20599,393290,413889,-9669,9116,3524194,121738,,,4059821,59552161,26010560,,136,,,3919045,140776,45686281,13865880
2021-05-05T17:00:00,ITA,17520,2368,19888,387241,407129,-6760,10585,3541266,122005,,,4070400,59879330,26124917,,142,,,3929071,141329,45876644,14002686
2021-05-06T17:00:00,ITA,16867,2308,19175,383627,402802,-4327,11807,3557133,122263,,,4082198,60203970,26238166,,127,,,3940320,141878,46066040,14137930
2021-05-07T17:00:00,ITA,16331,2253,18584,378980,397564,-5238,10554,3572713,122470,,,4092747,60532582,26343704,,109,,,3950367,142380,46238660,14293922
2021-05-08T17:00:00,ITA,15799,2211,18010,372110,390120,-7444,10176,3590107,122694,,,4102921,60871018,26453189,,110,,,3960023,142898,46409365,14461653
2021-05-09T17:00:00,ITA,15420,2192,17612,366242,383854,-6266,8292,3604523,122833,,,4111210,61097024,26539037,,103,,,3967968,143242,46550555,14546469
2021-05-10T17:00:00,ITA,15427,2158,17585,356085,373670,-10184,5080,3619586,123031,,,4116287,61227024,26584979,,80,,,3972875,143412,46631530,14595494
2021-05-11T17:00:00,ITA,14937,2056,16993,346866,363859,-9811,6946,3636089,123282,,,4123230,61513452,26673109,,100,,,3979095,144135,46766636,14746816
2021-05-12T17:00:00,ITA,14280,1992,16272,336150,352422,-11437,7852,3655112,123544,,,4131078,61820196,26766895,,91,,,3986624,144454,46933112,14887084
2021-05-13T17:00:00,ITA,13608,1893,15501,330507,346008,-6414,8085,3669407,123745,,,4139160,62107222,26862873,,81,,,3994263,144897,47095876,15011346
2021-05-14T17:00:00,ITA,13050,1860,14910,324696,339606,-6402,7567,3683189,123927,,,4146722,62405408,26954888,,99,,,4001392,145330,47260816,15144592
2021-05-15T17:00:00,ITA,12493,1805,14298,318532,332830,-6776,6659,3696481,124063,,,4153374,62700094,27050515,,63,,,4007732,145642,47414716,15285378
2021-05-16T17:00:00,ITA,12134,1779,13913,314969,328882,-3948,5753,3706084,124156,,,4159122,62902667,27119978,,60,,,4013250,145872,47535456,15367211
2021-05-17T17:00:00,ITA,12024,1754,13778,309113,322891,-5991,3455,3715389,124296,,,4162576,63021591,27161204,,69,,,4016570,146006,47612326,15409265
2021-05-18T17:00:00,ITA,11539,1689,13228,302080,315308,-7583,4452,3727220,124497,,,4167025,63284455,27239427,,86,,,4020602,146423,47737696,15546759
2021-05-19T17:00:00,ITA,11018,1643,12661,294069,306730,-8578,5506,3741149,124646,,,4172525,63571711,27325605,,70,,,4025797,146728,47893803,15677908
2021-05-20T17:00:00,ITA,10383,1544,11927,287559,299486,-7244,5741,3753965,124810,,,4178261,63822748,27404562,,69,,,4031285,146976,48031457,15791291
2021-05-21T17:00:00,ITA,9925,1469,11394,280394,291788,-7698,5218,3766660,125028,,,4183476,64092492,27485060,,51,,,4036172,147304,48170366,15922126
2021-05-22T17:00:00,ITA,9488,1430,10918,272826,283744,-8044,4717,3779293,125153,,,4188190,64379095,27568979,,64,,,4040695,147495,48308709,16070386
2021-05-23T17:00:00,ITA,9161,1410,10571,270521,281092,-2652,3995,3785866,125225,,,4192183,64558486,27633494,,48,,,4044540,147643,48418737,16139749
2021-05-24T17:00:00,ITA,8950,1382,10332,266107,276439,-4653,2490,3792898,125335,,,4194672,64665967,27667011,,48,,,4046925,147747,48484559,16181408
2021-05-25T17:00:00,ITA,8557,1323,9880,258265,268145,-8294,3224,3804246,125501,,,4197892,64918613,27736735,,46,,,4049869,148023,48606788,16311825
2021-05-26T17:00:00,ITA,8118,1278,9396,250633,260029,-8116,3937,3816176,125622,,,4201827,65179575,27814240,,39,,,4053486,148341,48751537,16428038
2021-05-27T17:00:00,ITA,7707,1206,8913,244280,253193,-6836,4147,3826984,125793,,,4205970,65423542,27887155,,38,,,4057441,148529,48882902,16540640
2021-05-28T17:00:00,ITA,7192,1142,8334,237936,246270,-6923,3738,3837518,125919,,,4209707,65673453,27959544,,41,,,4061018,148689,49006889,16666564
2021-05-29T17:00:00,ITA,6800,1095,7895,234071,241966,-4304,3351,3845087,126002,,,4213055,65920783,28028719,,29,,,4064148,148907,49128052,16792731
2021-05-30T17:00:00,ITA,6591,1061,7652,230644,238296,-3670,2949,3851661,126046,,,4216003,66085278,28083522,,27,,,4066958,149045,49219780,16865498
2021-05-31T17:00:00,ITA,6482,1033,7515,226159,233674,-4622,1820,3858019,126128,,,4217821,66172255,28113732,,38,,,4068728,149093,49269468,16902787
2021-06-01T17:00:00,ITA,6192,989,7181,218570,225751,-7923,2483,3868332,126221,,,4220304,66394073,28176202,,41,,,4071006,149298,49375245,17018828
2021-06-02T17:00:00,ITA,5858,933,6791,203259,210050,-15701,2897,3886867,126283,,,4223200,66620345,28242102,,33,,,4073711,149489,49495271,17125074
2021-06-03T17:00:00,ITA,5717,892,6609,198953,205562,-4488,1968,3893259,126342,,,4225163,66717978,28277767,,24,,,4075619,149544,49557296,17160682
2021-06-04T17:00:00,ITA,5488,836,6324,193868,200192,-5370,2557,3901112,126415,,,4227719,66938917,28338795,,22,,,4077954,149765,49661208,17277709
2021-06-05T17:00:00,ITA,5193,788,5981,189388,195369,-4823,2436,3908312,126472,,,4230153,67177549,28406266,,20,,,4080238,149915,49774399,17403150
2021-06-06T17:00:00,ITA,4963,774,5737,186535,192272,-3097,2275,3913633,126523,,,4232428,67327507,28461571,,20,,,4082442,149986,49862425,17465082
2021-06-07T17:00:00,ITA,4910,759,5669,182784,188453,-3819,1273,3918657,126588,,,4233698,67412074,28488295,,25,,,4083672,150026,49912181,17499893
2021-06-08T17:00:00,ITA,4685,688,5373,176353,181726,-6727,1896,3927176,126690,,,4235592,67632991,28548684,,17,,,4085408,150184,50013870,17619121
2021-06-09T17:00:00,ITA,4382,661,5043,169892,174935,-6791,2199,3936088,126767,,,4237790,67851729,28610221,,24,,,4087520,150270,50136828,17714901
2021-06-10T17:00:00,ITA,4153,626,4779,164530,169309,-5626,2079,3943704,126855,,,4239868,68039849,28667166,,30,,,4089483,150385,50244071,17795778
2021-06-11T17:00:00,ITA,3876,597,4473,160766,165239,-4070,1901,3949597,126924,,,4241760,68257459,28722085,,21,,,4091256,150504,50341628,17915831
2021-06-12T17:00:00,ITA,3655,574,4229,158180,162409,-2830,1723,3954097,126976,,,4243482,68470425,28776813,,25,,,4092990,150492,50436753,18033672
2021-06-13T17:00:00,ITA,3542,565,4107,156206,160313,-2096,1390,3957557,127002,,,4244872,68604561,28817395,,20,,,4094276,150596,50510527,18094034
2021-06-14T17:00:00,ITA,3465,536,4001,153789,157790,-2523,907,3960951,127038,,,4245779,68683489,28841384,,11,,,4095163,150616,50555019,18128470
2021-06-15T17:00:00,ITA,3333,504,3837,102069,105906,-51884,1255,4014025,127101,,,4247032,68896197,28896891,,26,,,4096343,150689,50656352,18239845
2021-06-16T17:00:00,ITA,3064,471,3535,98320,101855,-4051,1400,4019424,127153,,,4248432,69099370,28945563,,9,,,4097711,150721,50764084,18335286
2021-06-17T17:00:00,ITA,2888,444,3332,95276,98608,-3247,1325,4023957,127190,,,4249755,69299685,28995279,,15,,,4098983,150772,50864061,18435624
2021-06-18T17:00:00,ITA,2680,416,3096,88976,92072,-6536,1147,4031605,127225,,,4250902,69515711,29044741,,11,,,4100092,150810,50952072,18563639
2021-06-19T17:00:00,ITA,2504,394,2898,86252,89150,-2922,1197,4035692,127253,,,4252095,69765699,29100240,,10,,,4101228,150867,51042709,18722990
2021-06-20T17:00:00,ITA,2444,389,2833,84877,87710,-1440,881,4037996,127270,,,4252976,69916221,29139717,,12,,,4102088,150888,51109726,18806495
2021-06-21T17:00:00,ITA,2390,385,2775,74078,76853,-10857,495,4049316,127291,,,4253460,69997973,29161438,,9,,,4102545,150915,51149035,18848938
2021-06-22T17:00:00,ITA,2289,362,2651,70313,72964,-3889,835,4054008,127322,,,4254294,70190855,29210013,,10,,,4103332,150962,51242092,18948763
2021-06-23T17:00:00,ITA,2140,344,2484,66135,68619,-4345,951,4059463,127334,,,4255434,70388886,29259826,,4,,,4104433,151001,51346290,19042596
2021-06-24T17:00:00,ITA,2027,328,2355,59954,62309,-6310,927,4066029,127362,,,4255700,70577077,29271255,,12,,,4104995,150705,51428966,19148111
2021-06-25T17:00:00,ITA,1899,306,2205,58030,60235,-2074,753,4068798,127418,,,4256451,70769618,29313666,,8,,,4105701,150750,51505508,19264110
2021-06-26T17:00:00,ITA,1771,298,2069,55663,57732,-2503,838,4072099,127458,,,4257289,70994111,29367696,,9,,,4106499,150790,51585935,19408176
2021-06-27T17:00:00,ITA,1743,294,2037,55125,57162,-570,782,4073435,127472,,,4258069,71131694,29405776,,10,,,4107243,150826,51647749,19483945
2021-06-28T17:00:00,ITA,1723,289,2012,52670,54682,-2480,389,4076274,127500,,,4258456,71207555,29428012,,5,,,4107618,150838,51686201,19521354
2021-06-29T17:00:00,ITA,1676,270,1946,50878,52824,-1858,679,4078767,127542,,,4259133,71398190,29473226,,9,,,4108244,150889,51772454,19625736
2021-06-30T17:00:00,ITA,1593,247,1840,48601,50441,-2383,776,4081902,127566,,,4259909,71583206,29517174,,4,,,4108966,150943,51864808,19718398
2021-07-01T17:00:00,ITA,1532,229,1761,47597,49358,-1083,882,4083843,127587,,,4260788,71771680,29563394,,7,,,4109793,150995,51953621,19818059
2021-07-02T17:00:00,ITA,1469,213,1682,46097,47779,-1579,794,4086188,127615,,,4261582,71970918,29609709,,3,,,4110555,151027,52036180,19934738
2021-07-03T17:00:00,ITA,1394,204,1598,43978,45576,-2203,932,4089298,127637,,,4262511,72199045,29666383,,2,,,4111443,151068,52121065,20077980
2021-07-04T17:00:00,ITA,1364,197,1561,43103,44664,-912,808,4091004,127649,,,4263317,72340685,29708383,,7,,,4112192,151125,52185355,20155330
2021-07-05T17:00:00,ITA,1337,191,1528,42003,43531,-1133,480,4092586,127680,,,4263797,72415334,29730813,,2,,,4112667,151130,52219735,20195599
2021-07-06T17:00:00,ITA,1271,187,1458,41121,42579,-952,907,4094421,127704,,,4264704,72607758,29777195,,11,,,4113450,151254,52306087,20301671
2021-07-07T17:00:00,ITA,1234,180,1414,40426,41840,-739,1010,4096156,127718,,,4265714,72785735,29818970,,8,,,4114440,151274,52395134,20390601
2021-07-08T17:00:00,ITA,1197,180,1377,40092,41469,-371,1394,4097905,127731,,,4267105,72960587,29863554,,8,,,4115727,151378,52481505,20479082
2021-07-09T17:00:00,ITA,1167,169,1336,40060,41396,-73,1390,4099339,127756,,,4268491,73157509,29912681,,8,,,4117016,151475,52563607,20593902
2021-07-10T17:00:00,ITA,1147,161,1308,39707,41015,-381,1400,4101102,127768,,,4269885,73365928,29960650,,6,,,4118325,151560,52642946,20722982
2021-07-11T17:00:00,ITA,1134,161,1295,39786,41081,66,1391,4102420,127775,,,4271276,73509260,29999917,,6,,,4119601,151675,52708153,20801107
2021-07-12T17:00:00,ITA,1149,158,1307,39119,40426,-655,888,4103949,127788,,,4272163,73582831,30022409,,4,,,4120462,151701,52745243,20837588
2021-07-13T17:00:00,ITA,1128,157,1285,39364,40649,223,1534,4105236,127808,,,4273693,73775374,30067064,,7,,,4121797,151896,52831764,20943610
2021-07-14T17:00:00,ITA,1108,151,1259,40441,41700,1051,2153,4106315,127831,,,4275846,73985973,30116643,,7,,,4123761,152085,52933366,21052607
2021-07-15T17:00:00,ITA,1089,153,1242,39658,40900,-800,2455,4109579,127840,,,4278319,74176895,30161134,,11,,,4126031,152288,53025450,21151445
2021-07-16T17:00:00,ITA,1088,161,1249,41465,42714,1814,2898,4110649,127851,,,4281214,74382497,30208376,,13,,,4128671,152543,53116943,21265554
2021-07-17T17:00:00,ITA,1111,162,1273,42218,43491,777,3121,4112977,127864,,,4284332,74627294,30262747,,9,,,4131585,152747,53205793,21421501
2021-07-18T17:00:00,ITA,1136,156,1292,44821,46113,2622,3127,4113478,127867,,,4287458,74792563,30307547,,3,,,4134553,152905,53280157,21512406
2021-07-19T17:00:00,ITA,1188,162,1350,46175,47525,1412,2072,4114129,127874,,,4289528,74881652,30333358,,16,,,4136595,152933,53327382,21554270
2021-07-20T17:00:00,ITA,1194,165,1359,47951,49310,1785,3558,4115889,127884,,,4293083,75100357,30384547,,11,,,4139605,153478,53421858,21678499
2021-07-21T17:00:00,ITA,1196,158,1354,49954,51308,1998,4259,4118124,127905,,,4297337,75335454,30435355,,9,,,4143579,153758,53537923,21797531
2021-07-22T17:00:00,ITA,1234,158,1392,53474,54866,3558,5057,4119607,127920,,,4302393,75555232,30492144,,12,,,4148170,154223,53639886,21915346
2021-07-23T17:00:00,ITA,1304,155,1459,57293,58752,3886,5143,4120846,127937,,,4307535,75792867,30546191,,10,,,4153065,154470,53739841,22053026
2021-07-24T17:00:00,ITA,1340,172,1512,61011,62523,3771,5140,4122208,127942,,,4312673,76051796,30606618,,21,,,4157876,154797,53838808,22212988
2021-07-25T17:00:00,ITA,1392,178,1570,64687,66257,3734,4743,4123209,127949,,,4317415,76228449,30656190,,16,,,4162381,155034,53914872,22313577
2021-07-26T17:00:00,ITA,1512,182,1694,66542,68236,1979,3117,4124323,127971,,,4320530,76316696,30680764,,11,,,4165378,155152,53963263,22353433
2021-07-27T17:00:00,ITA,1611,189,1800,68510,70310,2074,4522,4126741,127995,,,4325046,76558586,30735682,,16,,,4169397,155649,54064580,22494006
2021-07-28T17:00:00,ITA,1685,183,1868,72293,74161,3851,5696,4128568,128010,,,4330739,76807058,30794194,,9,,,4175065,155674,54187112,22619946
2021-07-29T17:00:00,ITA,1730,194,1924,76560,78484,4323,6171,4130393,128029,,,4336906,77031848,30853645,,20,,,4180880,156026,54294154,22737694
2021-07-30T17:00:00,ITA,1812,201,2013,80949,82962,4478,6619,4132510,128047,,,4343519,77279334,30909526,,20,,,4186881,156638,54404275,22875059
2021-07-31T17:00:00,ITA,1851,214,2065,85220,87285,4323,6513,4134680,128063,,,4350028,77544194,30971078,,25,,,4193029,156999,54497272,23046922
2021-08-01T17:00:00,ITA,1954,230,2184,89166,91350,4065,5321,4135930,128065,,,4355348,77711955,31019713,,22,,,4198138,157210,54569773,23142182
2021-08-02T17:00:00,ITA,2070,249,2319,90698,93017,1667,3190,4137428,128088,,,4358533,77795178,31042444,,25,,,4201223,157310,54612288,23182890
2021-08-03T17:00:00,ITA,2196,258,2454,91762,94216,1199,4845,4141043,128115,,,4363374,78004897,31092939,,26,,,4205645,157729,54704552,23300345
2021-08-04T17:00:00,ITA,2309,260,2569,94651,97220,3004,6596,4144608,128136,,,4369964,78220645,31146880,,14,,,4211887,158077,54812163,23408482
2021-08-05T17:00:00,ITA,2409,268,2677,98369,101046,3826,7230,4147979,128163,,,4377188,78432872,31199139,,25,,,4218803,158385,54910966,23521906
2021-08-06T17:00:00,ITA,2449,277,2726,101959,104685,3639,6599,4150915,128187,,,4383787,78677529,31256084,,32,,,4225227,158560,55012203,23665326
2021-08-07T17:00:00,ITA,2533,288,2821,105714,108535,3850,6902,4153940,128209,,,4390684,78971392,31327315,,29,,,4231853,158831,55108789,23862603
2021-08-08T17:00:00,ITA,2631,299,2930,109336,112266,3731,5735,4155931,128220,,,4396417,79174903,31385026,,24,,,4237325,159092,55182257,23992646
2021-08-09T17:00:00,ITA,2786,323,3109,111746,114855,2589,4200,4157520,128242,,,4400617,79277767,31411098,,39,,,4241413,159204,55225285,24052482
2021-08-10T17:00:00,ITA,2880,322,3202,113121,116323,1468,5636,4161645,128273,,,4406241,79519533,31467678,,26,,,4246602,159639,55314248,24205285
2021-08-11T17:00:00,ITA,2948,337,3285,115476,118761,2438,6968,4166095,128304,,,4413162,79749572,31523180,,40,,,4253264,159898,55419637,24329935
2021-08-12T17:00:00,ITA,2975,352,3327,117958,121285,2524,7270,4170810,128334,,,4420429,79966541,31576587,,37,,,4260336,160093,55513139,24453402
2021-08-13T17:00:00,ITA,3033,369,3402,120848,124250,2965,7409,4175198,128379,,,4427827,80192027,31631342,,35,,,4267344,160483,55608773,24583254
2021-08-14T17:00:00,ITA,3101,372,3473,122993,126466,2216,7188,4180129,128413,,,4435008,80446033,31691084,,37,,,4274315,160693,55698982,24747051
2021-08-15T17:00:00,ITA,3162,384,3546,124982,128528,2062,5664,4183709,128432,,,4440669,80606903,31732915,,29,,,4279835,160834,55763772,24843131
2021-08-16T17:00:00,ITA,3334,404,3738,124958,128696,168,3674,4187186,128456,,,4444338,80680924,31753974,,32,,,4283503,160835,55801186,24879738
2021-08-17T17:00:00,ITA,3472,423,3895,125221,129116,420,5273,4191980,128510,,,4449606,80918997,31805240,,49,,,4288619,160987,55887829,25031168
2021-08-18T17:00:00,ITA,3559,442,4001,124781,128782,-334,7162,4199404,128579,,,4456765,81145420,31861792,,50,,,4295456,161309,55987914,25157506
2021-08-19T17:00:00,ITA,3627,460,4087,126415,130502,1720,7260,4204869,128634,,,4464005,81351951,31914369,,40,,,4302436,161569,56076867,25275084
2021-08-20T17:00:00,ITA,3692,455,4147,127315,131462,960,7224,4211080,128683,,,4471225,81572607,31964840,,26,,,4309435,161790,56162599,25410008
2021-08-21T17:00:00,ITA,3733,466,4199,129222,133421,1959,7470,4216542,128728,,,4478691,81827825,32024485,,40,,,4316649,162042,56252852,25574973
2021-08-22T17:00:00,ITA,3767,472,4239,130699,134938,1517,5923,4220924,128751,,,4484613,82003364,32072928,,33,,,4322377,162236,56322084,25681280
2021-08-23T17:00:00,ITA,3928,485,4413,131142,135555,617,4168,4224429,128795,,,4488779,82104705,32098419,,45,,,4326430,162349,56364064,25740641
2021-08-24T17:00:00,ITA,4036,504,4540,130785,135325,-230,6076,4230677,128855,,,4494857,82370951,32155807,,46,,,4332200,162657,56461924,25909027
2021-08-25T17:00:00,ITA,4023,499,4522,131202,135724,399,7548,4237758,128914,,,4502396,82615371,32214570,,34,,,4339465,162931,56574161,26041210
2021-08-26T17:00:00,ITA,4059,503,4562,132495,137057,1333,7221,4243597,128957,,,4509611,82836243,32268573,,38,,,4346619,162992,56670393,26165850
2021-08-27T17:00:00,ITA,4114,511,4625,133493,138118,1061,7826,4250314,129002,,,4517434,83101723,32326275,,42,,,4354207,163227,56770912,26330811
2021-08-28T17:00:00,ITA,4111,511,4622,134806,139428,1310,6860,4255808,129056,,,4524292,83395187,32388723,,42,,,4360590,163702,56866439,26528748
2021-08-29T17:00:00,ITA,4133,525,4658,136389,141047,1619,5959,4260106,129093,,,4530246,83618273,32444844,,44,,,4366367,163879,56947693,26670580
2021-08-30T17:00:00,ITA,4264,548,4812,136581,141393,346,4257,4263960,129146,,,4534499,83728076,32474220,,50,,,4370535,163964,56997959,26730117
2021-08-31T17:00:00,ITA,4252,544,4796,133129,137925,-3468,5498,4272845,129221,,,4539991,84035719,32537606,,49,,,4375509,164482,57111626,26924093
2021-09-01T17:00:00,ITA,4231,540,4771,131807,136578,-1347,6503,4280619,129290,,,4546487,84339436,32605657,,40,,,4381723,164764,57232920,27106516
2021-09-02T17:00:00,ITA,4205,555,4760,132138,136898,320,6761,4286991,129352,,,4553241,84632503,32673083,,49,,,4388042,165199,57350136,27282367
2021-09-03T17:00:00,ITA,4164,556,4720,132305,137025,127,6735,4293535,129410,,,4559970,84928897,32736593,,42,,,4394591,165379,57475534,27453363
2021-09-04T17:00:00,ITA,4204,569,4773,132266,137039,14,6157,4299621,129466,,,4566126,85260247,32807288,,53,,,4400397,165729,57568980,27691267
2021-09-05T17:00:00,ITA,4216,572,4788,131914,136702,-337,5315,4305223,129515,,,4571440,85520003,32868817,,37,,,4405560,165880,57647826,27872177
2021-09-06T17:00:00,ITA,4302,570,4872,131148,136020,-682,3361,4309200,129567,,,4574787,85654396,32897713,,32,,,4408937,165850,57696131,27958265
2021-09-07T17:00:00,ITA,4307,563,4870,128917,133787,-2233,4720,4316077,129638,,,4579502,85973261,32963747,,40,,,4413189,166313,57802636,28170625
2021-09-08T17:00:00,ITA,4235,564,4799,126782,131581,-2206,5923,4324135,129707,,,4585423,86275241,33029381,,38,,,4418912,166511,57934218,28341023
2021-09-09T17:00:00,ITA,4230,558,4788,125130,129918,-1663,5522,4331257,129766,,,4590941,86566709,33089916,,38,,,4424247,166694,58047899,28518810
2021-09-10T17:00:00,ITA,4164,548,4712,123777,128489,-1429,5621,4338241,129828,,,4596558,86852737,33147401,,37,,,4429624,166934,58154366,28698371
2021-09-11T17:00:00,ITA,4117,547,4664,122962,127626,-863,5193,4344238,129885,,,4601749,87186478,33214819,,40,,,4434566,167183,58258247,28928231
2021-09-12T17:00:00,ITA,4113,559,4672,122662,127334,-292,4664,4349160,129919,,,4606413,87453836,33273371,,36,,,4439082,167331,58348470,29105366
2021-09-13T17:00:00,ITA,4200,563,4763,121141,125904,-1430,2800,4353346,129955,,,4609205,87573881,33300869,,35,,,4441836,167369,58398719,29175162
2021-09-14T17:00:00,ITA,4165,554,4719,117621,122340,-3564,4021,4360847,130027,,,4613214,87892474,33365842,,29,,,4445492,167722,58507212,29385262
2021-09-15T17:00:00,ITA,4128,540,4668,113819,118487,-3853,4830,4369453,130100,,,4618040,88210140,33423482,,32,,,4450037,168003,58633294,29576846
2021-09-16T17:00:00,ITA,4018,531,4549,111793,116342,-2145,5117,4376646,130167,,,4623155,88516407,33481704,,30,,,4454844,168311,58745788,29770619
